sl,roll,sem,year,sub_code,total_credits,credit_obtained,timestamp,sub_type
19555,1101CS36,6,2014,CS346,6,CC,05-08-2014 16:57,CORE
19556,1101CS36,6,2014,CS347,3,AB,05-08-2014 17:01,CORE
19557,1101CS36,6,2014,CS348,8,CD,05-08-2014 13:20,CORE
19558,1101CS36,6,2014,CS362,8,DD,05-09-2014 13:48,CORE
19559,1101CS36,6,2014,CS399,3,AB,01-02-2014 09:51,CORE
19560,1101CS36,6,2014,HS331,6,CC,05-09-2014 16:44,HS Elective
19561,1101CS36,7,2014,CS400,2,BB,12-05-2014 17:51,CORE
19562,1101CS36,7,2014,CS421,6,CD,12-01-2014 10:28,CORE
19563,1101CS36,7,2014,CS422,5,BB,12-01-2014 10:32,CORE
19564,1101CS36,7,2014,CS498,10,BB,12-04-2014 16:51,CORE
19565,1101CS36,7,2014,CS508,6,BB,12-05-2014 13:01,Departmental Elective - II
19566,1101CS36,7,2014,CS561,6,CD,12-04-2014 17:07,Departmental Elective - I
19567,1101CS36,7,2014,MA511,6,BC,12-04-2014 13:10,Open Elective - I
19568,1101CS36,8,2015,CS499,16,AB,5/7/2015 11:38:30:716,CORE
19569,1101CS36,8,2015,CS502,6,CC,5/7/2015 11:38:30:716,Departmental Elective - III
19570,1101CS36,8,2015,CS543,6,BC,5/7/2015 11:38:30:716,Departmental Elective - IV
19571,1101CS36,8,2015,HS411,6,CC,5/7/2015 11:38:30:716,HS Elective
19572,1101CS36,8,2015,MA508,6,CD,5/7/2015 11:38:30:716,Open Elective - II
19573,1101CS37,1,2011,CH101,8,BB,12-05-2011 18:55,CORE
19574,1101CS37,1,2011,CH110,3,AB,12-01-2011 12:19,CORE
19575,1101CS37,1,2011,EE101,8,AB,12-07-2011 15:52,CORE
19576,1101CS37,1,2011,HS101,6,AA,12-05-2011 13:13,CORE
19577,1101CS37,1,2011,MA101,8,BC,12-07-2011 10:22,CORE
19578,1101CS37,1,2011,ME110,3,AB,12-04-2011 13:50,CORE
19579,1101CS37,1,2011,ME111,7,BB,12-07-2011 11:41,CORE
19580,1101CS37,1,2011,PH101,6,AB,12-07-2011 18:19,CORE
19581,1101CS37,2,2011,CH102,6,BB,05-02-2012 16:00,CORE
19582,1101CS37,2,2011,CS101,6,AB,05-08-2012 11:19,CORE
19583,1101CS37,2,2011,CS110,3,AA,05-08-2012 11:20,CORE
19584,1101CS37,2,2011,EE102,4,AA,05-08-2012 16:11,CORE
19585,1101CS37,2,2011,MA102,8,AA,05-07-2012 16:20,CORE
19586,1101CS37,2,2011,ME101,8,BC,05-10-2012 10:02,CORE
19587,1101CS37,2,2011,PH102,6,AB,05-02-2012 20:33,CORE
19588,1101CS37,2,2011,PH110,3,AA,05-03-2012 10:23,CORE
19589,1101CS37,3,2012,CS201,9,BB,12-06-2012 14:05,CORE
19590,1101CS37,3,2012,CS203,6,AB,12-07-2012 20:08,CORE
19591,1101CS37,3,2012,CS221,6,AB,12-04-2012 11:25,CORE
19592,1101CS37,3,2012,EE220,8,AB,12-06-2012 19:29,CORE
19593,1101CS37,3,2012,HS241,6,AA,12-03-2012 17:16,HSS Elective
19594,1101CS37,3,2012,MA201,8,BB,12-06-2012 18:03,CORE
19595,1101CS37,4,2012,CS204,6,BC,4/29/2013 18:35:27,CORE
19596,1101CS37,4,2012,CS222,6,BB,05-09-2013 15:37,CORE
19597,1101CS37,4,2012,CS223,3,BB,4/30/2013 09:14:08,CORE
19598,1101CS37,4,2012,CS241,7,AB,05-09-2013 14:30,CORE
19599,1101CS37,4,2012,CS242,5,BB,4/29/2013 18:44:44,CORE
19600,1101CS37,4,2012,HS202,6,BB,05-09-2013 15:23,HS Elective
19601,1101CS37,4,2012,MA225,8,AB,05-10-2013 16:49,CORE
19602,1101CS37,4,2012,MA251,6,AB,05-09-2013 14:27,Elective-Sc.
19603,1101CS37,5,2013,CS301,6,AA,12-08-2013 13:43,CORE
19604,1101CS37,5,2013,CS331,8,AA,12-05-2013 17:10,CORE
19605,1101CS37,5,2013,CS341,6,AB,12-06-2013 16:42,CORE
19606,1101CS37,5,2013,CS342,5,BB,12-05-2013 20:36,CORE
19607,1101CS37,5,2013,CS343,6,AA,12-05-2013 16:09,CORE
19608,1101CS37,5,2013,CS344,6,AA,12-05-2013 15:48,CORE
19609,1101CS37,5,2013,CS345,5,AA,12-05-2013 15:56,CORE
19610,1101CS37,5,2013,CS381,6,AB,12-04-2013 18:46,Open Elective
19611,1101CS37,6,2014,CS302,6,AA,05-06-2014 17:33,CORE
19612,1101CS37,6,2014,CS346,6,AA,05-08-2014 16:57,CORE
19613,1101CS37,6,2014,CS347,3,AA,05-08-2014 17:01,CORE
19614,1101CS37,6,2014,CS348,8,AA,05-08-2014 13:20,CORE
19615,1101CS37,6,2014,CS362,8,AA,05-09-2014 13:48,CORE
19616,1101CS37,6,2014,CS399,3,AB,12/31/2013 12:20:11,CORE
19617,1101CS37,6,2014,HS342,6,AA,05-07-2014 16:44,HS Elective
19618,1101CS37,7,2014,CS400,2,AA,12-05-2014 17:51,CORE
19619,1101CS37,7,2014,CS421,6,AA,12-01-2014 10:28,CORE
19620,1101CS37,7,2014,CS422,5,AB,12-01-2014 10:32,CORE
19621,1101CS37,7,2014,CS498,10,AA,12-04-2014 16:51,CORE
19622,1101CS37,7,2014,CS508,6,AA,12-05-2014 13:01,Departmental Elective - II
19623,1101CS37,7,2014,CS561,6,AA,12-04-2014 17:07,Departmental Elective - I
19624,1101CS37,7,2014,MA511,6,AB,12-04-2014 13:10,Open Elective - I
19625,1101CS37,8,2015,CS499,16,AA,5/7/2015 11:38:30:716,CORE
19626,1101CS37,8,2015,CS502,6,AA,5/7/2015 11:38:30:716,Departmental Elective - III
19627,1101CS37,8,2015,CS548,6,AA,5/7/2015 11:38:30:716,Departmental Elective - IV
19628,1101CS37,8,2015,HS444,6,AA,5/7/2015 11:38:30:716,HS Elective
19629,1101CS37,8,2015,MA508,6,AA,5/7/2015 11:38:30:716,Open Elective - II
19630,1101CS38,1,2011,CH101,8,BB,12-05-2011 18:55,CORE
19631,1101CS38,1,2011,CH110,3,BB,12-01-2011 12:19,CORE
19632,1101CS38,1,2011,EE101,8,BC,12-07-2011 15:52,CORE
19633,1101CS38,1,2011,HS101,6,BC,12-05-2011 13:13,CORE
19634,1101CS38,1,2011,MA101,8,BB,12-07-2011 10:22,CORE
19635,1101CS38,1,2011,ME110,3,AA,12-04-2011 13:50,CORE
19636,1101CS38,1,2011,ME111,7,BB,12-07-2011 11:41,CORE
19637,1101CS38,1,2011,PH101,6,BC,12-07-2011 18:19,CORE
19638,1101CS38,2,2011,CH102,6,BB,05-02-2012 16:00,CORE
19639,1101CS38,2,2011,CS101,6,BB,05-08-2012 11:19,CORE
19640,1101CS38,2,2011,CS110,3,AB,05-08-2012 11:20,CORE
19641,1101CS38,2,2011,EE102,4,AB,05-08-2012 16:11,CORE
19642,1101CS38,2,2011,MA102,8,AB,05-07-2012 16:20,CORE
19643,1101CS38,2,2011,ME101,8,CC,05-10-2012 10:02,CORE
19644,1101CS38,2,2011,PH102,6,BC,05-02-2012 20:33,CORE
19645,1101CS38,2,2011,PH110,3,AB,05-03-2012 10:23,CORE
19646,1101CS38,3,2012,CS201,9,AB,12-06-2012 14:05,CORE
19647,1101CS38,3,2012,CS203,6,BB,12-07-2012 20:08,CORE
19648,1101CS38,3,2012,CS221,6,BB,12-04-2012 11:25,CORE
19649,1101CS38,3,2012,EE220,8,BB,12-06-2012 19:29,CORE
19650,1101CS38,3,2012,HS221,6,AB,12-03-2012 19:48,HSS Elective
19651,1101CS38,3,2012,MA201,8,AB,12-06-2012 18:03,CORE
19652,1101CS38,4,2012,CS204,6,AB,4/29/2013 18:35:27,CORE
19653,1101CS38,4,2012,CS222,6,BB,05-09-2013 15:37,CORE
19654,1101CS38,4,2012,CS223,3,BC,4/30/2013 09:14:08,CORE
19655,1101CS38,4,2012,CS241,7,BB,05-09-2013 14:30,CORE
19656,1101CS38,4,2012,CS242,5,BB,4/29/2013 18:44:44,CORE
19657,1101CS38,4,2012,HS202,6,BB,05-09-2013 15:23,HS Elective
19658,1101CS38,4,2012,MA225,8,BC,05-10-2013 16:49,CORE
19659,1101CS38,4,2012,MA251,6,BB,05-09-2013 14:27,Elective-Sc.
19660,1101CS38,5,2013,CS301,6,AB,12-08-2013 13:43,CORE
19661,1101CS38,5,2013,CS331,8,BB,12-05-2013 17:10,CORE
19662,1101CS38,5,2013,CS341,6,AB,12-06-2013 16:42,CORE
19663,1101CS38,5,2013,CS342,5,AA,12-05-2013 20:36,CORE
19664,1101CS38,5,2013,CS343,6,AB,12-05-2013 16:09,CORE
19665,1101CS38,5,2013,CS344,6,BB,12-05-2013 15:48,CORE
19666,1101CS38,5,2013,CS345,5,AA,12-05-2013 15:56,CORE
19667,1101CS38,5,2013,HS351,6,AB,12-09-2013 17:01,Open Elective
19668,1101CS38,6,2014,CS302,6,AB,05-06-2014 17:33,CORE
19669,1101CS38,6,2014,CS346,6,BC,05-08-2014 16:57,CORE
19670,1101CS38,6,2014,CS347,3,AA,05-08-2014 17:01,CORE
19671,1101CS38,6,2014,CS348,8,BB,05-08-2014 13:20,CORE
19672,1101CS38,6,2014,CS362,8,BB,05-09-2014 13:48,CORE
19673,1101CS38,6,2014,CS399,3,AB,01-03-2014 17:01,CORE
19674,1101CS38,6,2014,HS342,6,AB,05-07-2014 16:44,HS Elective
19675,1101CS38,7,2014,CS400,2,AB,12-05-2014 17:51,CORE
19676,1101CS38,7,2014,CS421,6,BC,12-01-2014 10:28,CORE
19677,1101CS38,7,2014,CS422,5,AA,12-01-2014 10:32,CORE
19678,1101CS38,7,2014,CS498,10,AA,12-04-2014 16:51,CORE
19679,1101CS38,7,2014,CS508,6,AB,12-05-2014 13:01,Departmental Elective - II
19680,1101CS38,7,2014,CS561,6,AB,12-04-2014 17:07,Departmental Elective - I
19681,1101CS38,7,2014,MA410,6,BB,12-05-2014 16:50,Open Elective - I
19682,1101CS38,8,2015,CS499,16,AA,5/7/2015 11:38:30:716,CORE
19683,1101CS38,8,2015,CS502,6,BB,5/7/2015 11:38:30:716,Departmental Elective - III
19684,1101CS38,8,2015,CS548,6,BB,5/7/2015 11:38:30:716,Departmental Elective - IV
19685,1101CS38,8,2015,HS444,6,AB,5/7/2015 11:38:30:716,HS Elective
19686,1101CS38,8,2015,MA512,6,BB,5/7/2015 11:38:30:716,Open Elective - II
19687,1101CS39,1,2011,CH101,8,AB,12-05-2011 18:55,CORE
19688,1101CS39,1,2011,CH110,3,AA,12-01-2011 12:19,CORE
19689,1101CS39,1,2011,EE101,8,AB,12-07-2011 15:52,CORE
19690,1101CS39,1,2011,HS101,6,BB,12-05-2011 13:13,CORE
19691,1101CS39,1,2011,MA101,8,AA,12-07-2011 10:22,CORE
19692,1101CS39,1,2011,ME110,3,AB,12-04-2011 13:50,CORE
19693,1101CS39,1,2011,ME111,7,BC,12-07-2011 11:41,CORE
19694,1101CS39,1,2011,PH101,6,AA,12-07-2011 18:19,CORE
19695,1101CS39,2,2011,CH102,6,AA,05-02-2012 16:00,CORE
19696,1101CS39,2,2011,CS101,6,AB,05-08-2012 11:19,CORE
19697,1101CS39,2,2011,CS110,3,AB,05-08-2012 11:20,CORE
19698,1101CS39,2,2011,EE102,4,AA,05-08-2012 16:11,CORE
19699,1101CS39,2,2011,MA102,8,AA,05-07-2012 16:20,CORE
19700,1101CS39,2,2011,ME101,8,BB,05-10-2012 10:02,CORE
19701,1101CS39,2,2011,PH102,6,AA,05-02-2012 20:33,CORE
19702,1101CS39,2,2011,PH110,3,AA,05-03-2012 10:23,CORE
19703,1101CS39,3,2012,CS201,9,AA,12-06-2012 14:05,CORE
19704,1101CS39,3,2012,CS203,6,AA,12-07-2012 20:08,CORE
19705,1101CS39,3,2012,CS221,6,AB,12-04-2012 11:25,CORE
19706,1101CS39,3,2012,EE220,8,AA,12-06-2012 19:29,CORE
19707,1101CS39,3,2012,HS201,6,AA,12-04-2012 16:53,HSS Elective
19708,1101CS39,3,2012,MA201,8,AA,12-06-2012 18:03,CORE
19709,1101CS39,4,2012,CS204,6,AA,4/29/2013 18:35:27,CORE
19710,1101CS39,4,2012,CS222,6,AB,05-09-2013 15:37,CORE
19711,1101CS39,4,2012,CS223,3,AB,4/30/2013 09:14:08,CORE
19712,1101CS39,4,2012,CS241,7,AB,05-09-2013 14:30,CORE
19713,1101CS39,4,2012,CS242,5,AB,4/29/2013 18:44:45,CORE
19714,1101CS39,4,2012,HS202,6,AB,05-09-2013 15:23,HS Elective
19715,1101CS39,4,2012,MA225,8,AA,05-10-2013 16:49,CORE
19716,1101CS39,4,2012,MA251,6,AA,05-09-2013 14:27,Elective-Sc.
19717,1101CS39,5,2013,CS301,6,AA,12-08-2013 13:43,CORE
19718,1101CS39,5,2013,CS331,8,AA,12-05-2013 17:10,CORE
19719,1101CS39,5,2013,CS341,6,AB,12-06-2013 16:42,CORE
19720,1101CS39,5,2013,CS342,5,AA,12-05-2013 20:36,CORE
19721,1101CS39,5,2013,CS343,6,AA,12-05-2013 16:09,CORE
19722,1101CS39,5,2013,CS344,6,AA,12-05-2013 15:48,CORE
19723,1101CS39,5,2013,CS345,5,AB,12-05-2013 15:56,CORE
19724,1101CS39,5,2013,HS351,6,CC,12-09-2013 17:01,Open Elective
19725,1101CS39,6,2014,CS302,6,AA,05-06-2014 17:33,CORE
19726,1101CS39,6,2014,CS346,6,AA,05-08-2014 16:57,CORE
19727,1101CS39,6,2014,CS347,3,AA,05-08-2014 17:01,CORE
19728,1101CS39,6,2014,CS348,8,AB,05-08-2014 13:20,CORE
19729,1101CS39,6,2014,CS362,8,AB,05-09-2014 13:48,CORE
19730,1101CS39,6,2014,CS399,3,AA,12/31/2013 11:38:45,CORE
19731,1101CS39,6,2014,HS342,6,AA,05-07-2014 16:44,HS Elective
19732,1101CS39,7,2014,CS400,2,AA,12-05-2014 17:51,CORE
19733,1101CS39,7,2014,CS421,6,AB,12-01-2014 10:28,CORE
19734,1101CS39,7,2014,CS422,5,AA,12-01-2014 10:32,CORE
19735,1101CS39,7,2014,CS498,10,AA,12-04-2014 16:51,CORE
19736,1101CS39,7,2014,CS508,6,AB,12-05-2014 13:01,Departmental Elective - II
19737,1101CS39,7,2014,CS561,6,AA,12-04-2014 17:07,Departmental Elective - I
19738,1101CS39,7,2014,MA410,6,AB,12-05-2014 16:50,Open Elective - I
19739,1101CS39,8,2015,CS499,16,AA,5/7/2015 11:38:30:716,CORE
19740,1101CS39,8,2015,CS502,6,AA,5/7/2015 11:38:30:716,Departmental Elective - IV
19741,1101CS39,8,2015,CS543,6,AA,5/7/2015 11:38:30:716,Departmental Elective - III
19742,1101CS39,8,2015,HS444,6,AB,5/7/2015 11:38:30:716,HS Elective
19743,1101CS39,8,2015,MA508,6,AA,5/7/2015 11:38:30:716,Open Elective - II
19744,1101CS40,1,2011,CH101,8,BB,12-05-2011 18:55,CORE
19745,1101CS40,1,2011,CH110,3,AA,12-01-2011 12:19,CORE
19746,1101CS40,1,2011,EE101,8,BC,12-07-2011 15:52,CORE
19747,1101CS40,1,2011,HS101,6,AA,12-05-2011 13:13,CORE
19748,1101CS40,1,2011,MA101,8,AB,12-07-2011 10:22,CORE
19749,1101CS40,1,2011,ME110,3,BC,12-04-2011 13:50,CORE
19750,1101CS40,1,2011,ME111,7,BB,12-07-2011 11:41,CORE
19751,1101CS40,1,2011,PH101,6,BB,12-07-2011 18:19,CORE
19752,1101CS40,2,2011,CH102,6,AB,05-02-2012 16:00,CORE
19753,1101CS40,2,2011,CS101,6,BB,05-08-2012 11:19,CORE
19754,1101CS40,2,2011,CS110,3,BB,05-08-2012 11:20,CORE
19755,1101CS40,2,2011,EE102,4,AB,05-08-2012 16:11,CORE
19756,1101CS40,2,2011,MA102,8,BB,05-07-2012 16:20,CORE
19757,1101CS40,2,2011,ME101,8,CC,05-10-2012 10:02,CORE
19758,1101CS40,2,2011,PH102,6,BB,05-02-2012 20:33,CORE
19759,1101CS40,2,2011,PH110,3,AB,05-03-2012 10:23,CORE
19760,1101CS40,3,2012,CS201,9,AA,12-06-2012 14:05,CORE
19761,1101CS40,3,2012,CS203,6,AB,12-07-2012 20:08,CORE
19762,1101CS40,3,2012,CS221,6,BB,12-04-2012 11:25,CORE
19763,1101CS40,3,2012,EE220,8,AA,12-06-2012 19:29,CORE
19764,1101CS40,3,2012,HS201,6,AA,12-04-2012 16:53,HSS Elective
19765,1101CS40,3,2012,MA201,8,AA,12-06-2012 18:03,CORE
19766,1101CS40,4,2012,CS204,6,AA,4/29/2013 18:35:27,CORE
19767,1101CS40,4,2012,CS222,6,AB,05-09-2013 15:37,CORE
19768,1101CS40,4,2012,CS223,3,AB,4/30/2013 09:14:08,CORE
19769,1101CS40,4,2012,CS241,7,BB,05-09-2013 14:30,CORE
19770,1101CS40,4,2012,CS242,5,BB,4/29/2013 18:44:45,CORE
19771,1101CS40,4,2012,HS202,6,AA,05-09-2013 15:23,HS Elective
19772,1101CS40,4,2012,MA225,8,AB,05-10-2013 16:49,CORE
19773,1101CS40,4,2012,MA251,6,BB,05-09-2013 14:27,Elective-Sc.
19774,1101CS40,5,2013,CS301,6,AB,12-08-2013 13:43,CORE
19775,1101CS40,5,2013,CS331,8,AB,12-05-2013 17:10,CORE
19776,1101CS40,5,2013,CS341,6,BB,12-06-2013 16:42,CORE
19777,1101CS40,5,2013,CS342,5,AA,12-05-2013 20:36,CORE
19778,1101CS40,5,2013,CS343,6,BB,12-05-2013 16:09,CORE
19779,1101CS40,5,2013,CS344,6,AB,12-05-2013 15:48,CORE
19780,1101CS40,5,2013,CS345,5,AB,12-05-2013 15:56,CORE
19781,1101CS40,5,2013,HS351,6,BB,12-09-2013 17:01,Open Elective
19782,1101CS40,6,2014,CS302,6,AB,05-06-2014 17:33,CORE
19783,1101CS40,6,2014,CS346,6,AB,05-08-2014 16:57,CORE
19784,1101CS40,6,2014,CS347,3,AA,05-08-2014 17:01,CORE
19785,1101CS40,6,2014,CS348,8,BB,05-08-2014 13:20,CORE
19786,1101CS40,6,2014,CS362,8,BB,05-09-2014 13:48,CORE
19787,1101CS40,6,2014,CS399,3,AA,12/31/2013 11:07:36,CORE
19788,1101CS40,6,2014,HS311,6,BC,05-09-2014 09:03,HS Elective
19789,1101CS40,7,2014,CS400,2,AB,12-05-2014 17:51,CORE
19790,1101CS40,7,2014,CS421,6,BC,12-01-2014 10:28,CORE
19791,1101CS40,7,2014,CS422,5,AA,12-01-2014 10:32,CORE
19792,1101CS40,7,2014,CS498,10,AA,12-04-2014 16:51,CORE
19793,1101CS40,7,2014,CS508,6,BB,12-05-2014 13:01,Departmental Elective - II
19794,1101CS40,7,2014,CS561,6,AA,12-04-2014 17:07,Departmental Elective - I
19795,1101CS40,7,2014,MA410,6,BB,12-05-2014 16:50,Open Elective - I
19796,1101CS40,8,2015,CS499,16,AB,5/7/2015 11:38:30:716,CORE
19797,1101CS40,8,2015,CS502,6,AA,5/7/2015 11:38:30:716,Departmental Elective - IV
19798,1101CS40,8,2015,CS543,6,AB,5/7/2015 11:38:30:716,Departmental Elective - III
19799,1101CS40,8,2015,HS444,6,AA,5/7/2015 11:38:30:716,HS Elective
19800,1101CS40,8,2015,MA508,6,AA,5/7/2015 11:38:30:716,Open Elective - II
19801,1101EE01,1,2011,CH101,8,CC,12-05-2011 18:55,CORE
19802,1101EE01,1,2011,CH110,3,BB,12-01-2011 12:19,CORE
19803,1101EE01,1,2011,EE101,8,BC,12-07-2011 15:52,CORE
19804,1101EE01,1,2011,HS101,6,BC,12-05-2011 13:13,CORE
19805,1101EE01,1,2011,MA101,8,CD,12-07-2011 10:22,CORE
19806,1101EE01,1,2011,ME110,3,BB,12-04-2011 13:50,CORE
19807,1101EE01,1,2011,ME111,7,BC,12-07-2011 11:41,CORE
19808,1101EE01,1,2011,PH101,6,BC,12-07-2011 18:19,CORE
19809,1101EE01,2,2011,CH102,6,DD,05-02-2012 16:00,CORE
19810,1101EE01,2,2011,CS101,6,CC,05-08-2012 11:19,CORE
19811,1101EE01,2,2011,CS110,3,CC,05-08-2012 11:20,CORE
19812,1101EE01,2,2011,EE102,4,BB,05-08-2012 16:11,CORE
19813,1101EE01,2,2011,MA102,8,BC,05-07-2012 16:20,CORE
19814,1101EE01,2,2011,ME101,8,CC,05-10-2012 10:02,CORE
19815,1101EE01,2,2011,PH102,6,BC,05-02-2012 20:33,CORE
19816,1101EE01,2,2011,PH110,3,BB,05-03-2012 10:23,CORE
19817,1101EE01,3,2012,CS201,9,BC,12-06-2012 14:05,CORE
19818,1101EE01,3,2012,EE200,6,BC,12-03-2012 11:28,CORE
19819,1101EE01,3,2012,EE201,6,BC,12-06-2012 19:24,CORE
19820,1101EE01,3,2012,EE202,3,BB,12-06-2012 19:15,CORE
19821,1101EE01,3,2012,EE220,8,BB,12-06-2012 19:29,CORE
19822,1101EE01,3,2012,HS201,6,CD,12-04-2012 16:53,HSS Elective
19823,1101EE01,3,2012,MA201,8,BC,12-06-2012 18:03,CORE
19824,1101EE01,4,2012,EE203,6,CC,05-09-2013 19:20,CORE
19825,1101EE01,4,2012,EE204,3,BB,05-09-2013 18:24,CORE
19826,1101EE01,4,2012,EE230,8,BC,05-07-2013 17:52,CORE
19827,1101EE01,4,2012,EE280,6,DD,05-10-2013 13:23,CORE
19828,1101EE01,4,2012,EE281,3,BB,05-09-2013 12:29,CORE
19829,1101EE01,4,2012,HS202,6,CC,05-09-2013 15:23,HS Elective
19830,1101EE01,4,2012,MA225,8,CC,05-10-2013 16:49,CORE
19831,1101EE01,4,2012,MA231,6,BC,05-10-2013 17:47,Elective-Sc.
19832,1101EE01,5,2013,CE315,6,CD,12-03-2013 12:24,Open Elective
19833,1101EE01,5,2013,EE310,6,CD,12-05-2013 15:48,CORE
19834,1101EE01,5,2013,EE311,3,BC,12-05-2013 15:55,CORE
19835,1101EE01,5,2013,EE320,6,CC,12-07-2013 11:46,CORE
19836,1101EE01,5,2013,EE331,3,BB,12-04-2013 18:21,CORE
19837,1101EE01,5,2013,EE350,6,CC,11/29/2013 12:59:09,CORE
19838,1101EE01,5,2013,EE370,6,CC,12-05-2013 10:46,CORE
19839,1101EE01,5,2013,EE371,3,BB,11/29/2013 13:05:06,CORE
19840,1101EE01,5,2013,EE380,6,CD,12-05-2013 10:56,CORE
19841,1101EE01,6,2014,EE304,4,AB,05-09-2014 10:14,CORE
19842,1101EE01,6,2014,EE321,3,BB,05-09-2014 17:33,CORE
19843,1101EE01,6,2014,EE322,6,CC,05-07-2014 13:43,CORE
19844,1101EE01,6,2014,EE340,6,BB,05-09-2014 19:22,CORE
19845,1101EE01,6,2014,EE351,6,CD,05-07-2014 17:36,CORE
19846,1101EE01,6,2014,EE360,6,BC,05-08-2014 19:19,CORE
19847,1101EE01,6,2014,EE361,3,BC,05-08-2014 19:25,CORE
19848,1101EE01,6,2014,HS311,6,CC,05-09-2014 09:03,HS Elective
19849,1101EE01,7,2014,EE400,2,CD,12-04-2014 17:18,CORE
19850,1101EE01,7,2014,EE480,6,BC,12-04-2014 12:23,CORE
19851,1101EE01,7,2014,EE481,6,AB,12-02-2014 12:07,CORE
19852,1101EE01,7,2014,EE482,3,BB,12-04-2014 10:46,CORE
19853,1101EE01,7,2014,EE498,10,DD,12-06-2014 14:02,CORE
19854,1101EE01,7,2014,EE534,6,CD,12-04-2014 20:24,Departmental Elective - I
19855,1101EE01,7,2014,EE535,6,CD,12-06-2014 12:19,Departmental Elective - II
19856,1101EE01,7,2014,MA511,6,CD,12-04-2014 13:10,Open Elective - I
19857,1101EE01,8,2015,EE499,14,BB,5/7/2015 11:38:30:716,CORE
19858,1101EE01,8,2015,EE508,6,CC,5/7/2015 11:38:30:716,Departmental Elective - IV
19859,1101EE01,8,2015,EE537,6,CD,5/7/2015 11:38:30:716,Departmental Elective - III
19860,1101EE01,8,2015,HS444,6,BB,5/7/2015 11:38:30:716,HS Elective
19861,1101EE01,8,2015,PH403,6,CC,5/7/2015 11:38:30:716,Open Elective - II
19862,1101EE02,1,2011,CH101,8,BC,12-05-2011 18:55,CORE
19863,1101EE02,1,2011,CH110,3,AB,12-01-2011 12:19,CORE
19864,1101EE02,1,2011,EE101,8,BB,12-07-2011 15:52,CORE
19865,1101EE02,1,2011,HS101,6,BC,12-05-2011 13:13,CORE
19866,1101EE02,1,2011,MA101,8,BC,12-07-2011 10:22,CORE
19867,1101EE02,1,2011,ME110,3,BB,12-04-2011 13:50,CORE
19868,1101EE02,1,2011,ME111,7,AB,12-07-2011 11:41,CORE
19869,1101EE02,1,2011,PH101,6,BB,12-07-2011 18:19,CORE
19870,1101EE02,2,2011,CH102,6,CC,05-02-2012 16:00,CORE
19871,1101EE02,2,2011,CS101,6,BC,05-08-2012 11:19,CORE
19872,1101EE02,2,2011,CS110,3,AB,05-08-2012 11:20,CORE
19873,1101EE02,2,2011,EE102,4,BB,05-08-2012 16:11,CORE
19874,1101EE02,2,2011,MA102,8,CD,05-07-2012 16:20,CORE
19875,1101EE02,2,2011,ME101,8,CD,05-10-2012 10:02,CORE
19876,1101EE02,2,2011,PH102,6,CC,05-02-2012 20:33,CORE
19877,1101EE02,2,2011,PH110,3,AB,05-03-2012 10:23,CORE
19878,1101EE02,3,2012,CS201,9,BC,12-06-2012 14:05,CORE
19879,1101EE02,3,2012,EE200,6,BB,12-03-2012 11:28,CORE
19880,1101EE02,3,2012,EE201,6,BC,12-06-2012 19:24,CORE
19881,1101EE02,3,2012,EE202,3,AB,12-06-2012 19:15,CORE
19882,1101EE02,3,2012,EE220,8,CD,12-06-2012 19:29,CORE
19883,1101EE02,3,2012,HS221,6,CD,12-03-2012 19:48,HSS Elective
19884,1101EE02,3,2012,MA201,8,CD,12-06-2012 18:03,CORE
19885,1101EE02,4,2012,EE203,6,BB,05-09-2013 19:20,CORE
19886,1101EE02,4,2012,EE204,3,AB,05-09-2013 18:24,CORE
19887,1101EE02,4,2012,EE230,8,BC,05-07-2013 17:52,CORE
19888,1101EE02,4,2012,EE280,6,DD,05-10-2013 13:23,CORE
19889,1101EE02,4,2012,EE281,3,CC,05-09-2013 12:29,CORE
19890,1101EE02,4,2012,HS202,6,BB,05-09-2013 15:23,HS Elective
19891,1101EE02,4,2012,MA225,8,BC,05-10-2013 16:49,CORE
19892,1101EE02,4,2012,PH203,6,CC,05-09-2013 11:20,Elective-Sc.
19893,1101EE02,5,2013,CE315,6,CC,12-03-2013 12:24,Open Elective
19894,1101EE02,5,2013,EE310,6,CC,12-05-2013 15:48,CORE
19895,1101EE02,5,2013,EE311,3,BC,12-05-2013 15:55,CORE
19896,1101EE02,5,2013,EE320,6,CC,12-07-2013 11:46,CORE
19897,1101EE02,5,2013,EE331,3,BB,12-04-2013 18:21,CORE
19898,1101EE02,5,2013,EE350,6,BB,11/29/2013 12:59:09,CORE
19899,1101EE02,5,2013,EE370,6,BC,12-05-2013 10:46,CORE
19900,1101EE02,5,2013,EE371,3,BB,11/29/2013 13:05:06,CORE
19901,1101EE02,5,2013,EE380,6,BB,12-05-2013 10:56,CORE
19902,1101EE02,6,2014,EE304,4,BB,05-09-2014 10:14,CORE
19903,1101EE02,6,2014,EE321,3,BB,05-09-2014 17:33,CORE
19904,1101EE02,6,2014,EE322,6,BC,05-07-2014 13:43,CORE
19905,1101EE02,6,2014,EE340,6,BB,05-09-2014 19:22,CORE
19906,1101EE02,6,2014,EE351,6,BC,05-07-2014 17:36,CORE
19907,1101EE02,6,2014,EE360,6,CD,05-08-2014 19:19,CORE
19908,1101EE02,6,2014,EE361,3,CC,05-08-2014 19:25,CORE
19909,1101EE02,6,2014,HS311,6,BB,05-09-2014 09:03,HS Elective
